Sample,O2.UC1.0,O2.UC1.2,O2.UC11.0,O2.UC11.2,O2.UC12.0,O2.UC12.2,O2.UC13.0,O2.UC13.2,O2.UC14.0,O2.UC14.2,O2.UC16.0,O2.UC16.2,O2.UC17.0,O2.UC17.2,O2.UC18.0,O2.UC18.2,O2.UC19.0,O2.UC19.2,O2.UC2.0,O2.UC2.2,O2.UC20.0,O2.UC20.2,O2.UC21.0,O2.UC21.2,O2.UC22.0,O2.UC22.2,O2.UC23.0,O2.UC23.2,O2.UC24.0,O2.UC24.2,O2.UC26.0,O2.UC26.2,O2.UC27.0,O2.UC27.2,O2.UC29.0,O2.UC29.2,O2.UC3.0,O2.UC3.2,O2.UC30.0,O2.UC30.2,O2.UC31.0,O2.UC31.2,O2.UC32.0,O2.UC32.2,O2.UC34.0,O2.UC34.2,O2.UC35.0,O2.UC35.2,O2.UC36.2,O2.UC37.0,O2.UC37.2,O2.UC38.0,O2.UC38.2,O2.UC4.0,O2.UC4.2,O2.UC40.0,O2.UC40.2,O2.UC41.0,O2.UC41.2,O2.UC43.0,O2.UC43.2,O2.UC44.0,O2.UC44.2,O2.UC46.0,O2.UC46.2,O2.UC47.0,O2.UC47.2,O2.UC48.0,O2.UC48.2,O2.UC49.0,O2.UC49.2,O2.UC5.0,O2.UC5.2,O2.UC50.0,O2.UC50.2,O2.UC51.0,O2.UC51.2,O2.UC52.0,O2.UC52.2,O2.UC53.0,O2.UC53.2,O2.UC54.0,O2.UC54.2,O2.UC55.0,O2.UC55.2,O2.UC56.0,O2.UC56.2,O2.UC57.0,O2.UC57.2,O2.UC58.0,O2.UC58.2,O2.UC59.0,O2.UC59.2,O2.UC60.0,O2.UC60.2,O2.UC9.0,O2.UC9.2,V1.CD1.0,V1.CD10.0,V1.CD11.0,V1.CD12.0,V1.CD13.0,V1.CD14.0,V1.CD15.0,V1.CD15.3,V1.CD16.0,V1.CD17.0,V1.CD17.4,V1.CD18.0,V1.CD18.3,V1.CD19.0,V1.CD2.0,V1.CD20.4,V1.CD21.0,V1.CD21.4,V1.CD22.0,V1.CD24.0,V1.CD25.0,V1.CD25.4,V1.CD27.0,V1.CD28.0,V1.CD29.0,V1.CD3.0,V1.CD30.0,V1.CD31.0,V1.CD34.0,V1.CD35.0,V1.CD35.1,V1.CD36.0,V1.CD38.0,V1.CD4.0,V1.CD41.0,V1.CD42.0,V1.CD6.0,V1.CD6.4,V1.CD7.0,V1.CD7.4,V1.CD8.0,V1.CD9.0,V1.UC1.0,V1.UC10.0,V1.UC10.2,V1.UC11.0,V1.UC11.5,V1.UC12.0,V1.UC12.4,V1.UC13.0,V1.UC13.3,V1.UC14.0,V1.UC14.1,V1.UC15.0,V1.UC15.3,V1.UC16.0,V1.UC17.0,V1.UC17.2,V1.UC18.0,V1.UC19.0,V1.UC2.0,V1.UC2.4,V1.UC21.0,V1.UC21.4,V1.UC23.0,V1.UC23.1,V1.UC24.0,V1.UC25.0,V1.UC25.1,V1.UC26.0,V1.UC26.4,V1.UC27.0,V1.UC28.0,V1.UC29.0,V1.UC3.0,V1.UC3.2,V1.UC30.0,V1.UC31.0,V1.UC31.4,V1.UC32.0,V1.UC33.0,V1.UC34.0,V1.UC35.0,V1.UC35.4,V1.UC36.0,V1.UC37.0,V1.UC38.0,V1.UC39.0,V1.UC4.0,V1.UC4.5,V1.UC40.0,V1.UC41.0,V1.UC42.0,V1.UC43.0,V1.UC44.0,V1.UC45.0,V1.UC46.0,V1.UC47.0,V1.UC48.0,V1.UC49.0,V1.UC49.1,V1.UC5.0,V1.UC5.3,V1.UC50.1,V1.UC51.0,V1.UC51.4,V1.UC52.0,V1.UC52.1,V1.UC53.0,V1.UC53.4,V1.UC54.0,V1.UC55.0,V1.UC55.4,V1.UC56.0,V1.UC57.0,V1.UC58.0,V1.UC6.0,V1.UC61.0,V1.UC62.0,V1.UC7.0,V1.UC8.0,V1.UC9.0
O2.UC41.0__NODE_368_length_45101_cov_2.3155__45101__nrps-t1pks__ANTISMASH__0_45101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78961612290496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912277412565467,3.12014272815607,0.249017259145344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O2.UC40.2__NODE_5802_length_6063_cov_1.24484__6063__nrps__ANTISMASH__0_6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79502667940448,0.241539385293161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586926090361317,1.65096244144973,0,0,0,0,3.77684104544977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466510566638467,0.333611256906869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967124650469054,1.09699535298092,0,0,0,0,2.16005862945227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O2.UC40.2__NODE_238_length_57921_cov_2.74441__23548__nrps__ANTISMASH__34373_57921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6025032032266,0,0,0,0,0,0,0,0,0,0,1.40781182112139,1.79389477563577,0,0,0,0,9.78301662684085,5.10369149773399,0,0,0,0,0.750876867808353,0,0,0,0,0,0,0,3.11751390176021,7.59096641663533,3.38630389440821,10.2053286410247,2.00436499521792,0,0,0.551321423359603,1.43692195519915,0,0,1.44618560889607,0,0,0,0,0,0,0,0,0,6.02816324647816,3.57675095982846,0.325911866817271,0.812043690776628,0,0,0,0,0,0,0,0,3.76377593496333,5.93735042583124,0,0,0,0,4.07118931211084,2.65380800616586,0,0,0,0,0,0,0.899297414566319,0,0,0,0,0,0,0,0,0.442987262354959,0,0,0,0,1.82526845864822,0,0,0,0,0,0.779731424788622,0,0,0,7.21583927655873,0,0,0,0,0,0,0,0,0,0,0,5.01691242459273,0,0,0,3.5301520708163,0,0,2.12544118213173,9.93148962671183,0,0,0,0,0,0,0,0,0,0,2.46952760636314,0,0,0,0,0,0,7.42629358622155,0,0,0,0,0.366706026969464,3.44419380959021,0,0,0,0,0,0,1.09391909583697,0.870388580179913,0,0,0,6.83341331524435,0,0,0,0,0,0,0,0,5.2144708068991,0,0,0,0.840020704636787,0,0,0,0,0,0,0,3.3510933369772,10.2870036254581,2.26105867614323,0,2.39677103112032,0,0,0,0,1.5168753788871,0,0,1.6570398370148,2.87794346243419,0,0,0
O2.UC40.2__NODE_235_length_58456_cov_3.39866__28381__nrps__ANTISMASH__30075_58456,0,0,0,0,0,0,0,0,2.75102852975541,5.57181718480185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625629066039375,4.0550794858275,0,0,0,0,0,0,0,0,26.1576041909666,54.4796755744722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25361927116072,0.548963799942776,0,0,0,0,0,0,0,0,0,0,0,1.36670612466204,0,0,0,0,0,0,0,0,0,0,0,0,2.9041858457799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1071573560983,0,0,0,1.96424896321589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05395134706808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O2.UC40.2__NODE_155_length_71854_cov_8.45455__47506__arylpolyene__ANTISMASH__9766_57272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351106926243563,0.486954565728135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78418978509788,0,0,0,0,0,2.07966272259063,2.84564408691613,0,0,0,0,0,0,0,6.67174431084195,10.1437209154547,0,0,0,0,0.229025491397148,0,0,0.245503004158144,0.416262560869105,0.65756670870369,0.954491785253158,1.95653709395894,0,0,0,0,0.372572954658446,0,5.04383888949898,2.76187237037247,0.626227371651709,1.43761692811818,0,0,0,0,0,0,2.18899535244531,1.09116438764543,0,0,0,0,0.807554678534885,0.411481412835579,0,0,0.200283055325592,1.43984074903518,0,0,0,18.3923874558849,0,1.14111582619128,0,0,0,0,0,0,0,0,0,0.160881370729626,0,0,0,1.52114901836984,0,0,0,0,1.36539931720496,0,0.961324759759904,0,0.277733908330108,0,0,0,0,0,0,0,0,0,0.245448792341077,0,0,0,28.8398715060012,5.12487570736174,1.98374031830422,0,0,0,0,0,0,0,0,0,0,0,0,0.223240935547133,0,0,1.58764058872696,0.570679468631267,0,0,0,0,0,0,0,0,0,0.852496117133504,0,4.81769210833207,0,0,0,0,0,3.25554987789269,0,0,0,0,0,0,0,0,0,0,0,0.252867390731859,0,0.203280161724389,0,1.5633549169639,2.94491420616815,2.13966607189103,0.630565119613547,0.578212535401958,0.891143768870973,1.01334062528544,0.23580068372296,0,0,1.17360294642643,0,0,0,0,0,0.151434532851782,0,0,0,0,1.52587136390865,1.72631671088141,1.42910163459644,0,0,0
O2.UC40.2__NODE_1120_length_21276_cov_8.2432__21276__lantipeptide__ANTISMASH__0_21276,0,3.79871952586269,0,2.60906196111376,4.52218800536341,3.62004344578905,0,0,0,10.4661327011951,0,0,0,0,0,3.54648503012174,0,0,7.08953272601834,3.75387292914394,6.80715451848445,5.30329955880665,0,4.04510495705838,0,1.88405378945448,3.23213635188507,2.73098313068103,2.5211094028671,5.06479495602749,0,0,2.70529516152919,3.18984583522103,6.25419616569826,8.37209516398066,3.20307496724662,2.03530702856828,3.32238326109296,2.01469893448444,2.84931791399705,4.13895056880553,9.79353726550977,9.49441086991923,0,0,3.0435167876519,3.39871774375042,2.28464387926419,2.97128406010615,2.62716881407665,9.97396815285395,9.5578969551939,0,5.74387192374039,13.4201168785377,11.4762110021048,10.6919633260771,12.4325853865575,0,0,3.92056706882868,5.39251890846709,0,0,1.93039527690821,0,2.89697582335889,1.70997604217971,3.23567995027023,7.1965349523417,1.70315618524465,0,4.26706670199334,7.85707552094649,10.9605488326571,9.27904907692689,0,2.6164071364015,0,2.80645758449125,1.15006790272899,1.73582183017888,2.15108367844091,1.33200251405504,7.77586453038066,8.42882830083468,9.43799208152677,10.1506775810854,5.53542001125348,7.33914464329693,17.1588429651282,9.8885998431248,6.25061159150269,3.7744151276623,4.73967091854096,4.06612045883762,0,0,0,0,7.64645536993981,0,0,0,0,1.76004622969719,0,0,0,2.37936084969975,0,1.25797607480491,0,0,4.20069878126075,3.24642345029766,0,0.751169153199175,7.0184503890766,0,5.14695942590207,0,3.27285608176424,3.30569874826594,8.91755214446283,0,1.18389249982265,5.30548563929367,6.27520541559308,0,2.39489368920965,0.848895067753117,0,0,0,0,13.8154475477377,0,2.20802418437291,0,4.5416779327279,0,0,9.99081156973265,8.99947880841074,0,0,0,0.494802299710218,0,0,0,0,0,3.95368410284741,0,19.7949474704243,20.8737002657594,0,0,8.90555431992099,10.2353928240097,5.80323788841437,5.94519401267769,0,4.54326164401774,2.22182695817108,5.38702211840727,3.08994819434927,0,0,0,3.46178940380896,0,0,4.42991489373196,2.20137911761896,1.1332306447406,2.72901990753178,4.66896857104773,3.25436568958529,3.07739555717555,0,9.05181818751355,2.42199727262792,1.75883263830682,4.36402966264648,2.22220946218112,5.1977758750869,19.6407975923475,3.94452425508419,17.8243148220606,6.48039878871366,2.62471411867944,3.39049094282067,3.41361510898269,5.33620340132789,4.55422272487991,14.4385629052286,4.86702705983407,3.9276906629586,6.56854624970114,11.378616680125,12.4912109372798,0.777374313205892,0.488808949748051,0,2.63494343669421,2.52975211515414,0.907042664150231,2.76608881149071,7.54867761842356,17.2666760688969,1.88664056803571,1.91419762699288,1.52735348503141,9.85832539901585,22.4224292789271
O2.UC40.0__NODE_83_length_78824_cov_4.70559__41221__arylpolyene__ANTISMASH__24070_65291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25928419747319,0.368789183590928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51829274100406,1.95754722180729,0,0,0,0,0,0,0,5.94774289958972,9.0969930416594,0,0,0,0,0,0,0,0,0.305828167089903,0.465599140550419,0.49473438419703,0.952669564347712,0,0,0,0,0.287140383932866,0,3.20135091752727,1.75754329961068,0.548268513209911,1.28188092773572,0,0,0,0,0,0,1.0224154181841,0.550754594655669,0,0,0,0,0.686200055825853,0.334820393979872,0,0,0,0.688175642748211,0,0,0,13.8415993714326,0,1.00600223964095,0,0,0,0,0,0,0,0,0,0.0959352847726543,0,0,0,1.13730733748396,0,0,0,0,1.09202464521302,0,0.844427474237724,0,0.243901787087337,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7052584907657,4.74009563744885,1.7631821957811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26036590656475,0.477490628586337,0,0,0,0,0,0,0,0,0,0.664589825120447,0,2.38668190253307,0,0,0,0,0,2.6062494013511,0,0,0,0,0,0,0,0,0,0,0,0.197884465897982,0,0.167536697467651,0,1.35719566017396,2.2547072222559,1.72753953543178,0.518800529228414,0.461890365519121,0.725770773547023,0.815598591706731,0.173278306219425,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34826676389432,1.47320005435515,1.1231311782793,0,0,0
O2.UC40.0__NODE_6029_length_5349_cov_1.34549__5349__other__ANTISMASH__0_5349,0,0,0,0,2.21485420351251,0.3692041376179,0,0.271749145028,0,0,0,0,0,0,0,0,0,0,1.38253887241626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924817182656329,0.39590466637938,0,0,0,0,0,0,0,0,0,0.506351280210204,0,0,0,0,0,0,0.59417546355889,1.6117382537583,0.763682495811688,0,0,0,0,0.343919965898138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160872403039794,0,0.558469669575884,0,0.736226311062118,0,0,0,0,0.266885064624477,0,0,0.538998617193298,0,0,0,0,0,0,0.232583335026263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417182463102372,0,0,0,0,0,0.4967025401664,0,0.324099603659346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437664160578764,0,0,0
O2.UC40.0__NODE_572_length_31279_cov_4.51163__26382__resorcinol__ANTISMASH__4897_31279,0,0,3.57119956639339,5.01466252795455,4.06880872087021,1.53686833558526,4.05110403514097,2.12094995036701,5.67539590141397,1.71421781351715,0,0.224542220868187,8.03480231241329,14.1595709703266,5.25178050826866,3.2961538410888,0,4.33858417704348,0.993710692334466,8.30014406878654,0,6.79039484648488,0,4.59272870672129,0,10.8753677630714,3.2001413355861,5.46609861481115,0,1.97135224510946,16.5140337484399,0,6.59963838045408,5.39427465651513,1.34021500576732,1.33589250278018,3.39613623869108,7.61323357004687,1.08306286122924,6.54032888957058,4.2380508969275,2.55282990623008,5.52394677587184,4.55905640149394,5.59057495170147,36.5351642731104,4.45690155461374,2.231482080776,5.30117971282161,9.85652924450391,1.69016144609541,4.0330367673952,4.65464140726804,0,5.39222208618139,4.63336513246212,5.19283341360735,5.3586177864962,5.40817911560502,0,0,2.98579010492752,1.12324043316405,4.43363516785121,6.19409645146176,1.57624435355139,1.21707634879672,1.8372003723498,7.46541120799792,10.1608206120729,8.75096024359488,10.6465520040461,9.46781880020422,4.94106293951644,5.08695571908535,0,1.00652009756877,5.6594216669129,6.69621028515097,3.68701085603962,5.05558208571267,4.7286057875523,5.68231699353655,2.17104780105115,5.71079526820068,0,0,2.17003636794222,2.12966895587935,0,0,11.0799396252506,11.9061461270712,0.715538313556702,1.80001171309197,2.46609655210552,4.64487857974287,30.8402535747959,0,0,0,2.74208662169186,6.55291899889829,14.4739022386223,6.90695365325465,4.73616795774038,11.6087551970462,12.9008084137235,31.8233220312688,33.8879483966608,1.44814160602663,0,18.5837026335495,28.2707638852366,33.8106499262297,2.37968061400421,8.11115711338942,7.83405963356255,9.265861377419,2.01350704874424,6.118302919636,3.39646837317632,3.43728223130795,2.89260778742582,2.53814887494462,1.31133251836892,0,0,13.6851450013917,0.841427022596347,0,16.1631870437164,0,12.0157808462992,9.08761970551149,19.6242786974691,1.25064409657725,0,6.00722716330803,2.22763240827229,0,2.81600623150174,20.5823276180379,10.941412787211,0.458522133736112,1.14299205077562,3.58268330156192,2.99179978264813,0,0,0,5.81665904369143,0,0,2.60982681990056,0,0,3.39561514132778,6.66526438311485,7.43783924555898,8.68818949636954,5.88466785450187,3.52090098611187,6.55762679427906,2.69445548698894,9.08853561027661,0,1.30875483609755,4.32440174475009,6.54747135901097,21.5083160724614,0.505300100716417,0,0,4.43421290847449,9.61516757595129,5.83014881135075,4.06538561327828,8.42723581277638,11.6124505644304,5.9056344397635,1.75726519974591,3.7852991214878,0,1.20067925234251,2.49727634778028,13.4001841923574,2.62619365951397,12.5896642122707,5.13979129086287,1.16866481010746,9.9786279814755,2.65053198086413,10.809117281774,5.33579781728664,4.25690511910648,3.88358557772151,5.89690244981169,16.9004558397426,1.91479412084108,5.09432956579901,7.53091061649719,3.57205160365551,5.12636666258201,4.98797727480089,0,0,3.95344395447233,0.379700841228686,2.95653829204804,0,1.01232497230437,3.62156494898609,3.76049159428218,9.9513057065048,9.74273584428726,12.027746974379,1.74898231278788,0
O2.UC40.0__NODE_5343_length_5908_cov_2.36785__5908__other__ANTISMASH__0_5908,0,0,0,0,0,0,4.26042710194249,0.793399984649684,0,0,0,0,0,0,0,0,0,0,0,0,8.46198696074289,4.66795320986691,0,0.831604490636925,0,0,1.02732831666468,1.38105481402772,2.95414304524402,1.9906965788924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400378795559812,0,0,0,0,0,0,0,0,2.79739347849191,0.7257103186914,0,0,0,0,0.625723774690184,0,0,0,11.9660654958557,9.65999596925014,0,0,0,0,0,0,0,0,0,0,0,0,0.431646699345179,0,5.62847169007065,0,0,0,0,0,0,0,0,0,1.62715957651394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23739840703526,0,0,0,0,0.950288772945419,0,0,0,0,0,0.340859812878854,0,0.842903893246006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448342882039047,0,0.426862545811802,0,0,0.481234613976002,4.27486201493023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83900819139856,0.534716161458125,0,0,0,0,0,0,0,0.552584432092588,0,4.04746628452975,0,0,0,0,0,0,0,0,0,0.832562199240659,0,0,0,0.875387785297635,0,0,0,0,1.4055124639229,0,0,0,0,0,0,0
O2.UC40.0__NODE_2356_length_11454_cov_1.20563__11454__nrps__ANTISMASH__0_11454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95014282714136,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43969921118303,0,0,0,0,0,0.475711771433746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259480380869846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170005267446656,0,0,0,0,0,0,0,4.13849334879761,0,3.94757167407753,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15067772711895,0,10.6363556154764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02899943403475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25373793930267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O2.UC40.0__NODE_190_length_56801_cov_3.30735__41236__arylpolyene__ANTISMASH__4859_46095,0,0,0,0,0,0,0,0,0,8.27252304460061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65290737676199,4.22652651295512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68054045973745,2.22167186557306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O2.UC40.0__NODE_1784_length_14157_cov_1.48986__8202__bacteriocin__ANTISMASH__5955_14157,0,0,0,0,0,0.313013266490319,0,0,0,0.973877927662912,0,0.564493333676804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01499642415633,0.279891179098201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409059508483894,0,0,0,0,0,0,0,0,0,0,0,0,0.526348858432101,0.311038075845804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179012021877613,0.224879246475316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216995723753662,0,0,0,0,0,0
O2.UC40.0__NODE_108_length_71340_cov_3.29287__43402__other__ANTISMASH__13356_56758,0,0,0,0,1.35104210529523,1.05704385388068,0,1.90260266307619,0,0,0,0.54667226768458,0,0,0,0,0,0,0.698965845505398,0,0,0,0,0,0,0,0,0,0,3.17212722645055,0,0,0,0,0.473201746086664,0.736886468540032,0,0,0,0,0,0,0,0,0,0,0,0.658189130400481,0,0,0,0,0,0,0,4.40126060433257,3.78691446348892,1.3061976678297,3.14178629833462,0,0,0,0,0,0,0,0,0,0,0,8.58118614329527,0,0,0.412498344321496,0,1.89103485382832,3.50947743486199,0.717450204071758,2.60802918012947,0,0,0.642408205453202,0,1.27744964411445,0,0,0,2.31178790056348,2.0822275496631,0.276109652993297,0,0,0,2.46289514328635,0.515991801252218,0,0,0,0,0,0,0,2.45253698657685,0,0,0,0,0,0,0,0,0,0,0,0,0.838029935887395,0,0,0,0,0,0.551326659447288,0,0.578782801371161,1.22262719882422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833576617101233,0,0,0.917715759895591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720246871547664,0,0.418271695759789,0,0,1.95596914044004,0,0,0,0,0,0,0,0.926580137539829,1.27356522566587,0,0,0,0,0,0,1.49065264668681,2.93618343456352,0,0,0,0,0,0,0,0,0,0,0,0.250494814982875,0.793525136563301,2.34488659134342,0,0,0,0,0,0,0.601298452378239,0,0,0,0,0,0,0
O2.UC4.2__NODE_7415_length_5584_cov_2.80195__5584__bacteriocin__ANTISMASH__0_5584,0,1.07073431814083,0,0.528379794234606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229610275369392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71192702807072,0,0,0,0,0,0,2.1649325442361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191996891903934,0,0,0,0,0,0,22.5965224369627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176606673395915,0,0,0,0,0,0,0,0,0,0,0.404815522881413,0,0,0,0,0,0,0,0.98357364040282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241217991293027,0.911565668565949,0,0,0,0,0,0,0,0,10.3531750953237,0,0.487691914076763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O2.UC4.2__NODE_6683_length_6170_cov_1.37449__6170__other__ANTISMASH__0_6170,0,3.86565784991528,0,0,0,0,2.73391535188792,1.40824184807521,3.63515961576573,5.23591940715262,0,0.209708030490657,0,0,0,0,0,0,1.98304183235619,0,0,0,0,0.48443597001884,0,0.272491847994905,0,0.470599308392229,0,0,0,0,0,0,1.3201444984407,1.26419889278995,2.97837192670926,0.284047713916724,0,0,0.42407544140339,0.748567323455055,1.6036204314191,2.67815403640369,0,0,0,0.334062396398856,0,0,0,0,0,5.79160283187532,1.24990549982153,3.44562115884351,1.67978336220273,0.316934280793002,0.775156776719843,0,0,0,0.544999558287922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453274989806677,0,0,0,0,0,0,0.401117807105008,0.286478382628464,0,0,0,0,0,0,0,0,0,0,1.12870908204037,1.13540287649546,0,0,0,0,0,0,0,1.60779866722543,0,0,0,0,1.71620869563562,0,0,0,0,0,0.748767196158285,0,0,0,1.58360739394701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29105277350044,2.34485649877606,0,0,0,0,0,0,3.4430414344876,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89001510308386,0,0,0,0,0,4.09168328487612,0,0,0,0,2.01123404386449,0,0,0.737718866363457,2.13457308106843,0,0,0,2.27834337359005,1.36633585482267,0,0,4.5278580489389,0,0,0,0,0,1.24790768682812,0,5.33644121545937,8.3925054194789,1.68904862597146,1.87399999111428,0,0,0,0,0,0,0.258517696967117,0.727233267485447,0,0,0,0,0,0,0,0,3.25976733736872,0,0,0,0,4.34745328318326
